headline;type;date;section;author;authorInfo;location;url
Grupos ecologistas advirtieron a la Xunta en 2014 del exceso de turistas en las Islas Cíes;news;25/08/2017;medio_ambiente;David Lombao;;;eldiario.es/galicia/Grupos-ecologistas-Xunta-Islas-Cies_0_679632128.html
La Junta baja a nivel uno de peligrosidad el incendio forestal en León;news;24/08/2017;medio_ambiente;EFE/eldiario.es;;León;eldiario.es/sociedad/Avanza-incendio-intencionado-Leon-desalojados_0_679282206.html
Qué tiene que ver Burger King con la deforestación descontrolada en Brasil y Bolivia;news;23/08/2017;medio_ambiente;Arthur Neslen;;;eldiario.es/theguardian/Burger-King-deforestadas-Brasil-Bolivia_0_678582385.html
El carguero británico ‘Cheshire’ seguirá quemando nitrato de amonio en Canarias hasta final de mes;news;23/08/2017;medio_ambiente;Iago Otero Paz;;Las Palmas de Gran Canaria;eldiario.es/canariasahora/sociedad/carguero-britanico-Cheshire-quemando-Canarias_0_678932534.html
La vida rural que les estropea la foto;opinion;20/08/2017;medio_ambiente;María Sánchez;;;eldiario.es/tribunaabierta/vida-rural-estropea-foto_6_677942207.html
Barcelona, la ciudad del agua;opinion;19/08/2017;medio_ambiente;José Luis Gallego;;;eldiario.es/zonacritica/Barcelona-ciudad-agua_6_677242287.html
Una serpiente marina pierde sus colores por culpa de la contaminación industrial;news;19/08/2017;medio_ambiente;Teguayco Pinto;;;eldiario.es/sociedad/contaminacion_marina-serpiente_marina-ciencia_0_677182454.html
Pagar a los países pobres para proteger sus bosques es más rentable que reducir las emisiones en los países ricos;news;15/08/2017;medio_ambiente;Teguayco Pinto;;;eldiario.es/sociedad/deforestacion-bosques-servicios_ambientales_0_669484088.html
Un pastor gritando, unos excursionistas y 200 vacas extraviadas;opinion;12/08/2017;medio_ambiente;José Luis Gallego;;;eldiario.es/zonacritica/pastor-gritando-excursionistas-vacas-extraviadas_6_674792517.html
El calentamiento global pone en peligro las cuevas de hielo perpetuo de los Picos de Europa;news;10/08/2017;medio_ambiente;Maica Méndez;;;eldiario.es/sociedad/calentamiento-peligro-perpetuo-Picos-Europa_0_674383006.html
Gas Natural impugna el concurso eléctrico de Madrid por premiar a la energía libre de emisiones;news;09/08/2017;medio_ambiente;Antonio M. Vélez;;;eldiario.es/economia/Gas-Natural-electrico-Ayuntamiento-Madrid_0_674032882.html
Bomberos provocan incendios en Sicilia para ganar diez euros la hora;news;07/08/2017;medio_ambiente;Jon Henley;;;eldiario.es/theguardian/Incendios-provocados-Sicilia-seguir-ganando_0_673333184.html
Los incendios forestales hacen que España arda a ritmo de récord en 2017;news;07/08/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Espana-ardiendo-ritmo-record_0_673333135.html
No todo vale por 143 euros al día;opinion;05/08/2017;medio_ambiente;José Luis Gallego;;;eldiario.es/zonacritica/vale-euros-dia_6_672342776.html
VÍDEO | Así ilustra la NASA más de 100 años de cambio climático;news;05/08/2017;medio_ambiente;eldiario.es ;;;eldiario.es/sociedad/VIDEO-ilustra-NASA-cambio-climatico_0_672632888.html
La industria cárnica genera la 'zona muerta' más grande de la historia en el golfo de México;news;02/08/2017;medio_ambiente;Oliver Milman;;;eldiario.es/theguardian/Deforestacion-calentamiento-fallando-industria-carnica_0_671583179.html
La conexión entre tu coche, tus preservativos y la deforestación en Asia;news;02/08/2017;medio_ambiente;Laura Villadiego;;Bangkok (Tailandia) / Riau (Indonesia);eldiario.es/desalambre/conexion-coche-preservativos-deforestacion-Asia_0_671583405.html
Pueblos que arden demasiadas veces: ocho incendios en cuatro meses;news;31/07/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Incendios-repetidos_0_670883470.html
La sobrepesca de especies obliga a tomar medidas urgentes para salvar al Mediterráneo del agotamiento;news;30/07/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/sobrepesca-especies-urgentes-Mediterraneo-agotamiento_0_669483321.html
Siete meses nefastos dejan 12 linces muertos por atropellos, tantos como en todo 2016;news;25/07/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/muerto-linces-atropellados_0_668433844.html
“El resultado del trasvase ha sido un espectacular aumento del déficit hídrico”;news;23/07/2017;medio_ambiente;Carmen Bachiller;;;eldiario.es/clm/resultado-trasvase-espectacular-aumento-deficit_0_667383925.html
El incendio de Doñana ha afectado a 40 especies de plantas, 75 de aves y 38 de mamíferos;news;23/07/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/incendio-Donana-afectado-especies-mamiferos_0_667383946.html
Trump, Macron y el resto del planeta;opinion;22/07/2017;medio_ambiente;José Luis Gallego;;;eldiario.es/zonacritica/Trump-Macron-resto-planeta_6_667443252.html
El coche: la máquina de morir y matar;news;21/07/2017;medio_ambiente;Isabel Ramis / Rubén Carbonero;;;eldiario.es/sociedad/coche-maquina-morir-matar_0_667384060.html
"Un ""cachalote"" encalla en París para denunciar el cambio climático";news;21/07/2017;medio_ambiente;EFE;;París;eldiario.es/cultura/cachalote-encalla-Paris-denunciar-climatico_0_667383984.html
"Iberdrola reconoce en EEUU que el autoconsumo es un ""riesgo"" ante la posible ""deserción"" de sus clientes";news;20/07/2017;medio_ambiente;Antonio M. Vélez;;;eldiario.es/economia/Iberdrola-reconoce-EEUU-autoconsumo-desercion_0_667034061.html
La guerra de los 30 años de Biscarrués: las claves del conflicto por el embalse ;news;18/07/2017;medio_ambiente;Miguel Barluenga;;Huesca;eldiario.es/aragon/sociedad/Todas-preguntas-respuestas-embalse-Biscarrues_0_666333650.html
Dudas sobre el terreno elegido para el almacén nuclear: Enresa encarga nuevos estudios;news;17/07/2017;medio_ambiente;Antonio M. Vélez;;;eldiario.es/economia/Dudas-terreno-elegido-Enresa-estudios_0_665984066.html
Podemos y el ecologismo;opinion;16/07/2017;medio_ambiente;Miembros del Círculo 3E de Podemos*;;;eldiario.es/tribunaabierta/Podemos-ecologismo_6_664993534.html
España soporta olas de calor más agudas y frecuentes por el cambio climático;news;15/07/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Espana-encadena-agudas-registradas-climatico_0_664933706.html
La sexta extinción masiva de animales de la Tierra ya ha comenzado;news;15/07/2017;medio_ambiente;Damian Carrington;;;eldiario.es/theguardian/Cientificos-anuncian-extincion-animales-Tierra_0_664234429.html
Créanlo, pasear por el bosque cura;opinion;15/07/2017;medio_ambiente;José Luis Gallego;;;eldiario.es/zonacritica/bosque-cura-tiempo-naturaleza_6_664993508.html
La mitad de las especies de aves amenazadas que se refugian en Doñana está en declive;news;13/07/2017;medio_ambiente;Raúl Rejón,Alejandro Ávila ;;;eldiario.es/andalucia/especies-amenazadas-fauna-Donana-declive_0_664583921.html
La Comisión Europea abronca al Gobierno de Rajoy por su dejadez a la hora de aplicar leyes medioambientales;news;13/07/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Comision-Europea-Gobieno-Rajoy-oambiente_0_664584220.html
200 activistas asesinados por defender el medio ambiente en 2016, el peor año de la historia;news;13/07/2017;medio_ambiente;Icíar Gutiérrez ;;;eldiario.es/desalambre/activistas-asesinados-medioambiente-Global-Witness_0_664583658.html
Sequía en España: danzas y plegarias;opinion;12/07/2017;medio_ambiente;Gonzalo Delacámara;Director Académico del Foro de la Economía del Agua y Coordinador del Departamento de Economía del Agua de IMDEA Agua;;eldiario.es/tribunaabierta/Sequia-Espana-danzas-plegarias_6_664293598.html
Se desprende de la Antártida uno de los mayores icebergs de la historia;news;12/07/2017;medio_ambiente;eldiario.es ;;;eldiario.es/sociedad/Antartida-iceberg_0_664234035.html
Se desprende de la Antártida el considerado mayor iceberg de la historia;news;12/07/2017;medio_ambiente;EFE;;;eldiario.es/sociedad/Antartida-iceberg-Larsen_0_664233930.html
El Ministerio de Medio Ambiente alerta del agotamiento de las aguas subterráneas que nutren Doñana;news;10/07/2017;medio_ambiente;Raúl Rejón,Alejandro Ávila ;;;eldiario.es/andalucia/Alerta-Donana-sobreexplotacion-aguas_0_663533841.html
Alertan de que las aguas subterráneas de Doñana siguen sufriendo sobrexplotación;news;10/07/2017;medio_ambiente;eldiario.es ;;;eldiario.es/sociedad/Alertan-Donana-todavia-padecen-sobrexplotacion_0_663534224.html
"La planta incendiada de Chiloeches sigue ""llena de residuos tóxicos""";news;09/07/2017;medio_ambiente;Raquel Gamo;;;eldiario.es/clm/planta-incendiada-Chiloeches-residuos-toxicos_0_662484549.html
Todo lo que el Gobierno de Trump ha hecho contra la protección del medio ambiente;news;08/07/2017;medio_ambiente;Oliver Milman;;;eldiario.es/theguardian/alarmante-retroceso-proteccion-medioambiental-Trump_0_662134445.html
Lo de las pajitas no es una chorrada;opinion;08/07/2017;medio_ambiente;José Luis Gallego;;;eldiario.es/zonacritica/pajitas-chorrada_6_662543750.html
"El G20 financia los combustibles fósiles ""cuatro veces más"" que las energías renovables";news;06/07/2017;medio_ambiente;Damian Carrington;;;eldiario.es/theguardian/G20-financia-combustibles-energias-renovables_0_662134232.html
Almudévar: la mayor obra hidráulica del país desata una guerra entre regantes y ecologistas;news;06/07/2017;medio_ambiente;Miguel Barluenga;;Huesca;eldiario.es/aragon/sociedad/Almudevar-hidraulica-desata-regantes-ecologistas_0_662134541.html
Doñana grita fuego;opinion;05/07/2017;medio_ambiente;Juan José Téllez;;;eldiario.es/andalucia/desdeelsur/Donana-fuegos-fuego_6_661843822.html
La urbanización descontrolada del monte agrava la peligrosidad de los incendios forestales;news;05/07/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/urbanizacion-descontrolada-peligrosidad-incendios-forestales_0_661784239.html
Buitres, cigüeñas, gaviotas o milanos pueblan los vertederos para alimentarse (de plásticos);news;04/07/2017;medio_ambiente;Óscar F. Civieta;;Zaragoza;eldiario.es/aragon/sociedad/Buitres-ciguenas-vertederos-alimentarse-plasticos_0_661434451.html
Una perspectiva desde la ecología social a la polémica sobre el calor en las aulas;opinion;03/07/2017;medio_ambiente;Juanjo Álvarez,Guillermo Amo de Paz;;;eldiario.es/ultima-llamada/perspectiva-ecologia-social-polemica-calor_6_659394075.html
"""Los pueblos indígenas son cada vez más obligados a migrar a la ciudad para morirse en la pobreza""";news;03/07/2017;medio_ambiente;Jaime Giménez;;Quito (Ecuador);eldiario.es/desalambre/pueblos-indigenas-sostienen-economias-mundo_0_661084237.html
"El PP bloquea que se declare invasor el eucalipto más resistente aunque Medio Ambiente lo calificó de ""muy peligroso""";news;03/07/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/PP-eucalipto-resistente-Medio-Ambiente_0_661084557.html
"La otra cara de la crisis del cangrejo rojo: ""¿De qué voy a comer si no puedo pescar?""";news;03/07/2017;medio_ambiente;Juan Miguel Baquero;;;eldiario.es/andalucia/enclave_rural/agricultura_y_pesca/drama-recurrente-crisis-cangrejo-pescar_0_659685137.html
Un disolvente industrial amenaza la recuperación de la capa de ozono;news;02/07/2017;medio_ambiente;Teguayco Pinto;;;eldiario.es/sociedad/capa_de_ozono-contaminacion-ciencia_0_659684093.html
Doñana, volvamos a empezar;opinion;01/07/2017;medio_ambiente;José Luis Gallego;;;eldiario.es/zonacritica/Donana-volvamos-empezar_6_660094018.html
El mundo compra un millón de botellas de plástico por minuto que acaban en vertederos o en el mar;news;30/06/2017;medio_ambiente;Sandra Laville / Matthew Taylor;;;eldiario.es/theguardian/compra-botellas-plastico-mayoria-vertederos_0_659684375.html
La plaga que ha obligado a arrancar miles de olivos en Italia llega a la península: detectado un brote en Alicante;news;30/06/2017;medio_ambiente;Adolf Beltran;;;eldiario.es/cv/Xylella_Fastidiosa-plaga-agricultura-medidas-Elena_Cebrian_0_660034648.html
Un estudio europeo a gran escala muestra el daño que causan los pesticidas en las abejas salvajes y domesticadas;news;30/06/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/estudio-europeo-pesticidas-salvajes-domesticadas_0_660034205.html
"La carbonera investigada por el origen del incendio en Doñana: ""El fuego no salió de aquí""";news;29/06/2017;medio_ambiente;Javier Ramajo,Alejandro Ávila ;;;eldiario.es/andalucia/huelva/carbonera-investigada-origen-incendio-Donana_0_659684712.html
Madrid limitará el uso de plaguicidas como el glifosato por considerarlos nocivos para el sistema endocrino;news;29/06/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Madrid-herbicidas-glifosato-considarlos-endocrino_0_659684219.html
La superficie de eucalipto se ha disparado un 65% en Galicia desde comienzos de siglo;news;28/06/2017;medio_ambiente;David Lombao;;;eldiario.es/galicia/superficie-eucalipto-disparado-Galicia-comienzos_0_659334212.html
Remedios globales para evitar la destrucción del medio ambiente;opinion;27/06/2017;medio_ambiente;Nicolás Sartorius;Vicepresidente ejecutivo de la Fundación Alternativas;;eldiario.es/tribunaabierta/manera-vivir-consumir-destruirnos_6_659044118.html
California incluye el glifosato en su lista oficial de productos cancerígenos;news;27/06/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/California-incluye-glifosato-productos-cancerigenos_0_658984861.html
El incendio de Doñana afecta a una de las poblaciones que salvaron al lince de la extinción;news;26/06/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/incendio-Donana-poblaciones-salvaron-extincion_0_658634907.html
Después del humo y el fuego del incendio;opinion;26/06/2017;medio_ambiente;Jorge Molina;Periodista ambiental;;eldiario.es/andalucia/enabierto/Despues-humo-fuego-incendio_6_658694147.html
El fuego se une a la lista de peligros y amenazas que colocan a Doñana al borde del colapso;news;25/06/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Donana-padece-agresiones-amenazas-situan_0_658284606.html
Gritos y pánico de madrugada por la cercanía de las llamas del incendio junto a Doñana;news;25/06/2017;medio_ambiente;eldiarioand ;;;eldiario.es/andalucia/huelva/Gritos-vecinos-Moguer-Huelva-cercania_0_658284436.html
Las imágenes y vídeos del incendio que afecta al parque natural de Doñana;news;25/06/2017;medio_ambiente;eldiario.es ;;;eldiario.es/andalucia/incendio-obligado-desalojar-personas-Donana_0_658284380.html
El incendio de Doñana afecta al parque natural y mantiene alerta las poblaciones cercanas;news;25/06/2017;medio_ambiente;eldiarioand ;;;eldiario.es/andalucia/Desalojadas-personas-incendio-Moguer-UME_0_658284202.html
El mundo contra el ciudadano Trump;opinion;24/06/2017;medio_ambiente;Domingo Jiménez Beltrán;Presidente de la Fundación Renovables;;eldiario.es/tribunaabierta/mundo-ciudadano-Trump_6_657644267.html
Turismo basura;opinion;24/06/2017;medio_ambiente;José Luis Gallego;;;eldiario.es/zonacritica/Turismo-basura_6_657644254.html
Documentos confidenciales del tratado de comercio entre Japón y la UE disparan las alarmas ecologistas;news;23/06/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Documentos-confidenciales-Japon-UE-medioambientales_0_657585059.html
La ola de calor y la falta de lluvias extiende la sequía por España;news;23/06/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Sequia_0_657584342.html
"""Hay que explicarle a la gente en Galicia qué hacer ante incendios como el de Portugal""";news;21/06/2017;medio_ambiente;Miguel Pardo;;;eldiario.es/galicia/explicarle-gente-Galicia-incendios-Portugal_0_656884490.html
La tecnología como aliada para prevenir y extinguir incendios forestales;news;20/06/2017;medio_ambiente;José Antonio Luna;;;eldiario.es/tecnologia/tecnologia-prevenir-extinguir-incendios-forestales_0_656535017.html
El PP se queda solo y el Congreso rechaza su plan para permitir especies invasoras en los cotos de caza y pesca;news;20/06/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/PP-queda-solo-plan-permitir_0_656535208.html
Una pelea familiar por un negocio fallido, posible causa del incendio de Seseña;news;20/06/2017;medio_ambiente;Carmen Bachiller,Alicia Avilés Pozo;;;eldiario.es/clm/Sesena_0_656534772.html
"""Con 40 grados, vientos de 80 por hora y humedad del 15% en una zona como esa, no es un problema de medios""";news;19/06/2017;medio_ambiente;José Precedo;;;eldiario.es/internacional/grados-vientos-humedad-problema-medios_0_656185419.html
Abanicos de papel contra el cambio climático;opinion;19/06/2017;medio_ambiente;Marga Mediavilla,Jorge Riechmann;;;eldiario.es/ultima-llamada/Abanicos-papel-cambio-climatico_6_655894406.html
El cambio climático multiplica los incendios forestales virulentos y devastadores como el de Portugal ;news;19/06/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/incendios-violentos-Portugal-cambio-climatico_0_656185098.html
El imperio letal del eucalipto australiano;news;19/06/2017;medio_ambiente;Marta Peirano;;;eldiario.es/internacional/culpables-devastador-fuego-Portugal_0_656184642.html
España gasta 10 millones al año en rellenar playas con una arena destinada a perderse;news;18/06/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Espana-millones-rellenar-volvera-perderse_0_655135148.html
Y lo peor no es el calor, es la sequía;opinion;17/06/2017;medio_ambiente;José Luis Gallego;;;eldiario.es/zonacritica/peor-calor-sequia_6_655194498.html
Una curandera indígena quiere sanar México presentándose a presidenta;news;17/06/2017;medio_ambiente;Duncan Tucker;;Tuxpan ;eldiario.es/theguardian/curandera-indigena-Mexico-presentandose-presidenta_0_654085049.html
La era del poscarbón: los pozos se convierten en una mina para el turismo;news;17/06/2017;medio_ambiente;Maica Méndez;;San Martín del Rey Aurelio;eldiario.es/economia/mineria-pozos-Asturias-Hunosa_0_655134793.html
A la pesca de plásticos en el corredor de ballenas del mar Mediterráneo;news;12/06/2017;medio_ambiente;Raúl Rejón;;Rainbow Warrior;eldiario.es/sociedad/pesca-microplastico-Mediterraneo_0_653384974.html
Ecofeminismo, cuerpo y libertad;opinion;12/06/2017;medio_ambiente;Mina Malo;Participante de la comisión de Ecofeminismo de Ecologistas en Acción;;eldiario.es/tribunaabierta/Ecofeminismo-cuerpo-libertad_6_653794655.html
La precariedad laboral y el ecosistema, las dos polémicas de 'Star Wars' en Canarias;news;12/06/2017;medio_ambiente;Mónica Zas Marcos;;;eldiario.es/cultura/cine/precariedad-laboral-ecosistema-Star-Wars_0_652334910.html
Greenpeace monta un cuadro de basura gigante en el mar como denuncia de los vertidos al Mediterráneo;news;12/06/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/cuadro-gigante-denuncia-vertidos-Mediterraneo_0_653734749.html
No, las toallitas de Mercadona tampoco van al váter;opinion;10/06/2017;medio_ambiente;José Luis Gallego;;;eldiario.es/zonacritica/Mercadona-van-vater_6_652744729.html
"Arranca la audiencia preliminar por el asesinato de Berta Cáceres entre denuncias de ""irregularidades""";news;07/06/2017;medio_ambiente;Gabriela Sánchez;;;eldiario.es/desalambre/supuestos-implicados-Berta-Caceres-comparecen_0_651985689.html
El vertido constante de basura al mar infesta el Mediterráneo de millones de plásticos minúsculos;news;07/06/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/oleada-constante-plasticos-minusculos-Mediterraneo_0_651985631.html
El PP presenta una ley para sortear la sentencia del Supremo que prohibió cazar y pescar especies invasoras;news;06/06/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/PP-presenta-presencia-especies-invasoras_0_651635097.html
Larsen C, el iceberg gigante que está a punto de cambiar para siempre la Antártida;news;05/06/2017;medio_ambiente;Nicola Davis;;;eldiario.es/theguardian/iceberg-gigante-Antartida-punto-desprenderse_0_651285057.html
La verdadera transición que viene, y nosotros tan lejos;opinion;05/06/2017;medio_ambiente;Emilio Santiago Muiño;;;eldiario.es/ultima-llamada/verdadera-transicion-viene-lejos_6_651344861.html
Trump, cazadores y pronucleares: Premios Atila para el Día Mundial del Medio Ambiente;opinion;04/06/2017;medio_ambiente;Nerea Ramírez Piris;coordinadora de Ecologistas en Acción;;eldiario.es/tribunaabierta/Trump-Premios-Atila-Mundial-Ambiente_6_650994899.html
España en crisis (ecológica);opinion;04/06/2017;medio_ambiente;Juan López de Uralde;coportavoz de EQUO y diputado GP Unidos Podemos;;eldiario.es/tribunaabierta/Espana-crisis-ecologica_6_650644941.html
Agua, suelo y vías pecuarias: las otras ‘víctimas’ de la minería de tierras raras;news;04/06/2017;medio_ambiente;Alicia Avilés Pozo;;;eldiario.es/clm/Agua-pecuarias-victimas-minera-tierras_0_650235801.html
Tú eres más importante que Trump;opinion;03/06/2017;medio_ambiente;José Luis Gallego;;;eldiario.es/zonacritica/importante-Trump_6_650294995.html
Otro asesor de Trump, y ejecutivo del gigante bancario JPMorgan, critica la retirada de Estados Unidos del Acuerdo de París;news;03/06/2017;medio_ambiente;EFE;;Pekín;eldiario.es/sociedad/Trump-retirada-EEUU-Acuerdo-Paris_0_650585151.html
Medio Ambiente redujo las zonas protegidas en Villar de Cañas para que el almacén nuclear quedara fuera;news;02/06/2017;medio_ambiente;Carmen Bachiller;;;eldiario.es/clm/Gobierno-inventario-Hito-excluyendo-ATC_0_650235710.html
Las falsedades que ha usado Donald Trump para justificar su salida del Acuerdo de París;news;02/06/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Donald-Trump-negacionista-Acuerdo-Paris_0_650235625.html
"El mensaje de Terminator a Trump: ""Un solo hombre no puede destruir todo nuestro progreso""";news;02/06/2017;medio_ambiente;eldiarioes cultura;;;eldiario.es/cultura/mensaje-Terminator-Trump-gente-muere_0_650235284.html
"Rajoy se quedó fuera de la reacción de los líderes de la UE a la salida de EEUU del Acuerdo de París ""por horario""";news;02/06/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Rajoy-UE-EEUU-Acuerdo-Paris_0_650235107.html
"La Comisión Europea tras la salida de EEUU del acuerdo climático: ""Estamos en el lado bueno de la historia""";news;01/06/2017;medio_ambiente;eldiario.es ;;;eldiario.es/sociedad/Europa-lado-bueno-historia_0_649886180.html
Donald Trump se desentiende de la lucha contra el cambio climático al sacar a EEUU del Acuerdo de París;news;01/06/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/EEUU-desentiende-climatico-Acuerdo-Paris_0_649886132.html
Las (otras) cinco peores cosas que ha hecho Donald Trump por el medioambiente;news;01/06/2017;medio_ambiente;Oliver Milman;;;eldiario.es/theguardian/decisiones-Donald-Trump-respecto-climatico_0_649885198.html
El transporte por carretera hizo que Europa aumentara sus emisiones de CO2 por primera vez en cinco años;news;01/06/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Europa-aumenta-emisiones-CO2-primera_0_649885362.html
Estas son las consecuencias de la salida de EEUU del acuerdo climático de París;news;31/05/2017;medio_ambiente;Teguayco Pinto;;;eldiario.es/sociedad/Acuerdo_de_Paris-Trump-cambio_climatico_0_649535983.html
Donald Trump está listo para sacar a EEUU del Acuerdo de París contra el cambio climático;news;31/05/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Trump-EEUU-Acuerdo-climatico-Paris_0_649535535.html
Una avispa china amenaza con llevarse por delante los castañares españoles;news;30/05/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/avispa-china-delante-castanares-espanoles_0_649185808.html
El PP pretende que el Congreso otorgue a los cazadores la distinción de conservadores de la naturaleza ;news;29/05/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/PP-Congreso-explicitamente-conservadores-naturaleza_0_648835405.html
Garoña tras el aval del CSN: repuestos caducados, bidones radiactivos corroídos y una denuncia anónima;news;28/05/2017;medio_ambiente;Antonio M. Vélez;;;eldiario.es/economia/Garona-CSN-radiactivos-corroidos-repuestos_0_647435604.html
La hostia por Doñana;opinion;27/05/2017;medio_ambiente;José Luis Gallego;;;eldiario.es/zonacritica/hostia-Donana_6_647845212.html
EE UU bloquea un acuerdo sobre el cambio climático en la reunión del G7;news;26/05/2017;medio_ambiente;eldiario.es ;;;eldiario.es/sociedad/Unidos-impide-acuerdo-climatico-G7_0_647786076.html
El último gran bosque virgen de Europa está “al borde del colapso”;news;25/05/2017;medio_ambiente;Christian Davies;;;eldiario.es/theguardian/ultimo-bosque-virgen-Europa-colapso_0_647086288.html
Mariano Rajoy asegura que España está a la cabeza en la lucha contra el cambio climático;news;25/05/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Mariano-Rajoy-Espana-vanguardia-climatico_0_647435375.html
El vertido de aguas ácidas al río Odiel revela que la industria ha dejado deteriorar las minas que ya no explota;news;24/05/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/minas-abandonadas-apuntillan-contaminados-industria_0_647086173.html
La reserva global de semillas en el Ártico se inunda por culpa del calentamiento global;news;23/05/2017;medio_ambiente;Damian Carrington;;;eldiario.es/theguardian/reserva-global-semillas-Artico-calentamiento_0_646736063.html
Encinas o uranio: el dilema al que la mina de Salamanca aboca a una comarca;news;20/05/2017;medio_ambiente;Raúl Rejón;;Retortillo (Salamanca);eldiario.es/sociedad/Uranio-encinas-proyecto-protegidas-Salamanca_0_645335806.html
Los residuos no son basura;opinion;20/05/2017;medio_ambiente;José Luis Gallego;;;eldiario.es/zonacritica/residuos-basura_6_645395459.html
"El responsable de la mina de uranio de Retortillo: ""Hay dos concejales que trabajan para nosotros""";news;18/05/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/PASA-CABEZA-MARCHARNOS_0_644985880.html
Medio Ambiente exige al Gobierno vasco más cautelas al buscar gas cerca de Vitoria;news;18/05/2017;medio_ambiente;Eduardo Azumendi;;;eldiario.es/norte/euskadi/Medio-Ambiente-Gobierno-cautelas-busqueda_0_644986377.html
La oleada de incendios forestales de abril ha arrasado más monte que todo 2017;news;17/05/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/dias-incendios-abril-destruyo-monte_0_644286357.html
El consumo de ibuprofeno, un dolor de cabeza para las depuradoras de aguas residuales;news;17/05/2017;medio_ambiente;Efe;;Las Palmas de Gran Canaria;eldiario.es/canariasahora/sociedad/consumo-ibuprofeno-cabeza-depuradoras-residuales_0_644636407.html
El campo se queda sin pájaros;opinion;13/05/2017;medio_ambiente;José Luis Gallego;;;eldiario.es/zonacritica/campo-queda-pajaros_6_642945705.html
"""Emigrar a Marte por culpa del cambio climático es pura fantasía""";news;12/05/2017;medio_ambiente;Alejandro Ávila ;;;eldiario.es/andalucia/Emigrar-Marte-cambio-climatico-fantasia_0_642886754.html
El Congreso insta al Gobierno a que declare el lobo especie protegida en todo el territorio;news;11/05/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Congreso-Gobierno-especie-protegida-territorio_0_642536468.html
Madrid y Barcelona piden al Gobierno que tome medidas contra la contaminación como exigió Bruselas;news;10/05/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Madrid-Barcelona-Gobierno-conseguir-contaminacion_0_642186690.html
El Mar Menor pierde las banderas azules por el mal estado del agua de sus playas;news;10/05/2017;medio_ambiente;eldiario.es ;;;eldiario.es/sociedad/Mar-Menor-banderas-azules-playas_0_642185932.html
Extractivismo en tierras manchegas: ¡a Torrenueva el 21 de mayo!;opinion;08/05/2017;medio_ambiente;Jorge Riechmann;;;eldiario.es/ultima-llamada/Extractivismo-tierras-manchegas-Torrenueva-mayo_6_641195900.html
"Nuevos cultivos ""ilegales"" añaden más presión sobre el agua de Doñana, según WWF";news;08/05/2017;medio_ambiente;Alejandro Ávila ;;;eldiario.es/andalucia/enclave_rural/medio_ambiente/arandano-cultivos-presuntamente-ilegales-Donana_0_641485943.html
Enemigos del silencio;opinion;06/05/2017;medio_ambiente;José Luis Gallego;;;eldiario.es/zonacritica/Enemigos-silencio_6_640495959.html
"El último rinoceronte blanco se anuncia en Tinder como ""el soltero más codiciado del mundo""";opinion;05/05/2017;medio_ambiente;eldiario.es ;;;eldiario.es/rastreador/rinoceronte-mundo-soltero-codiciado-Tinder_6_640495955.html
Una carretera ilegal en zona protegida obliga a Madrid a poner dos millones para sortear una sanción de la UE;news;04/05/2017;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/carretera-protegida-millones-UE-Espana_0_640086790.html
